score,split,max_inner,max_outer,rank,rho,tol
7.226454024636747e-05,2,100,30,10,3.0,0.0
0.0019410503890407724,2,100,30,10,5.0,0.0
7.260262807830469e-07,2,100,30,11,0.5,0.0
6.072535463206858e-06,2,100,30,11,1.0,0.0
3.9482303318428146e-05,2,100,30,11,3.0,0.0
0.0016525529660759322,2,100,30,11,5.0,0.0
5.553037821940115e-07,2,100,30,12,0.5,0.0
1.5514490551057547e-06,2,100,30,12,1.0,0.0
7.00157406829394e-05,2,100,30,12,3.0,0.0
0.0018774374852178078,2,100,30,12,5.0,0.0
0.0017715533123292954,3,50,10,8,0.5,0.0
0.0016130211274312544,3,50,10,8,1.0,0.0
0.0196894418073179,3,50,10,8,3.0,0.0
0.07794671865666353,3,50,10,8,5.0,0.0
0.0009447926864652532,3,50,10,9,0.5,0.0
0.0007708518892482718,3,50,10,9,1.0,0.0
0.021851367377632106,3,50,10,9,3.0,0.0
0.08063547124069373,3,50,10,9,5.0,0.0
6.458908584233313e-05,3,50,10,10,0.5,0.0
7.874273363185473e-05,3,50,10,10,1.0,0.0
0.023552164670340103,3,50,10,10,3.0,0.0
0.08534975612104642,3,50,10,10,5.0,0.0
2.3439832507360412e-05,3,50,10,11,0.5,0.0
7.341431045175417e-05,3,50,10,11,1.0,0.0
0.025794097839919015,3,50,10,11,3.0,0.0
0.08939256677799401,3,50,10,11,5.0,0.0
6.081352751232238e-06,3,50,10,12,0.5,0.0
6.483607444645883e-05,3,50,10,12,1.0,0.0
0.02753551468903196,3,50,10,12,3.0,0.0
0.09617155365813629,3,50,10,12,5.0,0.0
0.0020964802614150367,3,50,20,8,0.5,0.0
0.0015881213549215672,3,50,20,8,1.0,0.0
0.0020392548194220752,3,50,20,8,3.0,0.0
0.009442279350143213,3,50,20,8,5.0,0.0
0.0008962994280290584,3,50,20,9,0.5,0.0
0.0007307863337370316,3,50,20,9,1.0,0.0
0.0013959819000415536,3,50,20,9,3.0,0.0
0.00946977726835937,3,50,20,9,5.0,0.0
1.5187939103878861e-05,3,50,20,10,0.5,0.0
2.6263551601580197e-05,3,50,20,10,1.0,0.0
0.000862234275025345,3,50,20,10,3.0,0.0
0.010714513452923222,3,50,20,10,5.0,0.0
7.575504926045884e-06,3,50,20,11,0.5,0.0
1.4997538964136845e-05,3,50,20,11,1.0,0.0
0.0011311510280252064,3,50,20,11,3.0,0.0
0.01183490432045771,3,50,20,11,5.0,0.0
2.558992143674634e-06,3,50,20,12,0.5,0.0
1.2859891839238624e-05,3,50,20,12,1.0,0.0
0.0013494049029182356,3,50,20,12,3.0,0.0
0.014066603248377657,3,50,20,12,5.0,0.0
0.001651199631915251,3,50,30,8,0.5,0.0
0.001579390029933794,3,50,30,8,1.0,0.0
0.001631475853104392,3,50,30,8,3.0,0.0
0.002631162912970945,3,50,30,8,5.0,0.0
0.0008937477524665472,3,50,30,9,0.5,0.0
0.0007284878662818021,3,50,30,9,1.0,0.0
0.0008464216319238332,3,50,30,9,3.0,0.0
0.0017880243612273833,3,50,30,9,5.0,0.0
5.620857760587508e-06,3,50,30,10,0.5,0.0
2.069047132541619e-05,3,50,30,10,1.0,0.0
9.604181022011735e-05,3,50,30,10,3.0,0.0
0.0018790210687221226,3,50,30,10,5.0,0.0
4.36656184532006e-06,3,50,30,11,0.5,0.0
8.749815877175722e-06,3,50,30,11,1.0,0.0
7.453591881499962e-05,3,50,30,11,3.0,0.0
0.0020696616571670616,3,50,30,11,5.0,0.0
1.9598482134217235e-06,3,50,30,12,0.5,0.0
7.094146475006651e-06,3,50,30,12,1.0,0.0
0.0001184322080249703,3,50,30,12,3.0,0.0
0.002173967328974779,3,50,30,12,5.0,0.0
0.0016955024296140962,3,100,10,8,0.5,0.0
0.0016082829457898335,3,100,10,8,1.0,0.0
0.021112306782224373,3,100,10,8,3.0,0.0
0.07994682762376865,3,100,10,8,5.0,0.0
0.0008146912262217005,3,100,10,9,0.5,0.0
0.0007441107389864326,3,100,10,9,1.0,0.0
0.02260218390021766,3,100,10,9,3.0,0.0
0.08234211125458361,3,100,10,9,5.0,0.0
2.2637727967083932e-05,3,100,10,10,0.5,0.0
6.574730902693065e-05,3,100,10,10,1.0,0.0
0.025498736497286845,3,100,10,10,3.0,0.0
0.08814776448180695,3,100,10,10,5.0,0.0
6.738307025452368e-06,3,100,10,11,0.5,0.0
5.323472708971909e-05,3,100,10,11,1.0,0.0
0.026569640358717554,3,100,10,11,3.0,0.0
0.09181347406740208,3,100,10,11,5.0,0.0
5.255587773938722e-06,3,100,10,12,0.5,0.0
8.434580706061927e-05,3,100,10,12,1.0,0.0
0.028766144540968618,3,100,10,12,3.0,0.0
0.09949659130249165,3,100,10,12,5.0,0.0
0.0021188991483038337,3,100,20,8,0.5,0.0
0.0015828970800278144,3,100,20,8,1.0,0.0
0.0023381116841669795,3,100,20,8,3.0,0.0
0.009910024258336014,3,100,20,8,5.0,0.0
0.0007799372417129353,3,100,20,9,0.5,0.0
0.000727337331488412,3,100,20,9,1.0,0.0
0.001463904679891661,3,100,20,9,3.0,0.0
0.009893896021446075,3,100,20,9,5.0,0.0
3.941748795592483e-06,3,100,20,10,0.5,0.0
2.2734062465564042e-05,3,100,20,10,1.0,0.0
0.0009020481808230588,3,100,20,10,3.0,0.0
