n_objects,train_ratio,trial_id,rank,true_rank,rmse,seed
500,0.65,1,11,10,0.00035700425496238954,116
500,0.65,1,12,10,0.00031483638838813196,116
500,0.65,2,8,10,0.01065881237831901,117
500,0.65,2,9,10,0.005269913950667457,117
500,0.65,2,10,10,0.0005342235970983463,117
500,0.65,2,11,10,0.00036659072005028857,117
500,0.65,2,12,10,0.00026808115276706444,117
500,0.65,3,8,10,0.010323643491627257,118
500,0.65,3,9,10,0.004683058303821415,118
500,0.65,3,10,10,0.0003991470193318102,118
500,0.65,3,11,10,0.0004655030533263853,118
500,0.65,3,12,10,0.00031871995674650637,118
500,0.65,4,8,10,0.012003766321158495,119
500,0.65,4,9,10,0.005615204620356143,119
500,0.65,4,10,10,0.0005089355620129744,119
500,0.65,4,11,10,0.00027743229429587986,119
500,0.65,4,12,10,0.00034569894125828575,119
500,0.7,0,8,10,0.009597401174740379,120
500,0.7,0,9,10,0.004267958318322598,120
500,0.7,0,10,10,0.00030031233980672985,120
500,0.7,0,11,10,0.00012850188853588752,120
500,0.7,0,12,10,0.00020980776302470064,120
500,0.7,1,8,10,0.010721352031891089,121
500,0.7,1,9,10,0.0056623602067890945,121
500,0.7,1,10,10,0.00020414888087366145,121
500,0.7,1,11,10,0.00028174900345821416,121
500,0.7,1,12,10,0.00015086274347551488,121
500,0.7,2,8,10,0.012013533820611377,122
500,0.7,2,9,10,0.005808912651867127,122
500,0.7,2,10,10,0.000333734737606259,122
500,0.7,2,11,10,0.00014016447699596263,122
500,0.7,2,12,10,0.00014940450992849397,122
500,0.7,3,8,10,0.009788616560777235,123
500,0.7,3,9,10,0.004796897983585075,123
500,0.7,3,10,10,0.0003867568597141577,123
500,0.7,3,11,10,9.128106612421394e-05,123
500,0.7,3,12,10,0.00012871266269263526,123
500,0.7,4,8,10,0.010847668745571649,124
500,0.7,4,9,10,0.005835641786880361,124
500,0.7,4,10,10,0.0004110458435096041,124
500,0.7,4,11,10,0.000267494726497473,124
500,0.7,4,12,10,0.00022027743650122463,124
500,0.75,0,8,10,0.011710788082482042,125
500,0.75,0,9,10,0.005132912497491286,125
500,0.75,0,10,10,0.0004068311089918115,125
500,0.75,0,11,10,0.00013447219885383608,125
500,0.75,0,12,10,0.00018309880990418693,125
500,0.75,1,8,10,0.010824446408280989,126
500,0.75,1,9,10,0.005404597068442579,126
500,0.75,1,10,10,0.0004434768241779744,126
500,0.75,1,11,10,7.061437551202666e-05,126
500,0.75,1,12,10,0.00021651714691177411,126
500,0.75,2,8,10,0.010748394073952507,127
500,0.75,2,9,10,0.005080224717909534,127
500,0.75,2,10,10,0.0004944200516250379,127
500,0.75,2,11,10,0.000276947005957868,127
500,0.75,2,12,10,0.00012957836233239132,127
500,0.75,3,8,10,0.0105777555827198,128
500,0.75,3,9,10,0.005282830802969592,128
500,0.75,3,10,10,0.00025826166176920115,128
500,0.75,3,11,10,9.759605777077149e-05,128
500,0.75,3,12,10,0.0001102309240674235,128
500,0.75,4,8,10,0.009878392994381504,129
500,0.75,4,9,10,0.004727182611022545,129
500,0.75,4,10,10,0.0002482087294157328,129
500,0.75,4,11,10,0.00026855288754663013,129
500,0.75,4,12,10,0.0001666367357009826,129
500,0.8,0,8,10,0.010668821831678917,130
500,0.8,0,9,10,0.005268251873631758,130
500,0.8,0,10,10,0.00023624995841344204,130
500,0.8,0,11,10,0.00015536364971455616,130
500,0.8,0,12,10,8.82639254300883e-05,130
500,0.8,1,8,10,0.009878307554854521,131
500,0.8,1,9,10,0.005385206728249166,131
500,0.8,1,10,10,0.00026528788436091583,131
500,0.8,1,11,10,0.0001498011725617228,131
500,0.8,1,12,10,0.00018730059172326224,131
500,0.8,2,8,10,0.010426589431610544,132
500,0.8,2,9,10,0.005410012241311242,132
500,0.8,2,10,10,0.00023020662880775277,132
500,0.8,2,11,10,0.0002903873665818707,132
500,0.8,2,12,10,9.448100022521517e-05,132
500,0.8,3,8,10,0.010702330759446729,133
500,0.8,3,9,10,0.005247803281167281,133
500,0.8,3,10,10,0.00030652620404891584,133
500,0.8,3,11,10,0.00014284941252038722,133
500,0.8,3,12,10,0.00011273185442499555,133
500,0.8,4,8,10,0.01025244273703021,134
500,0.8,4,9,10,0.004677865913142902,134
500,0.8,4,10,10,6.731932396233283e-05,134
500,0.8,4,11,10,0.00020953454301117806,134
500,0.8,4,12,10,9.923764691738701e-05,134
1000,0.4,0,8,10,0.01771022605934982,135
1000,0.4,0,9,10,0.01169683223797324,135
1000,0.4,0,10,10,0.00761938982832914,135
1000,0.4,0,11,10,0.007933121431049647,135
1000,0.4,0,12,10,0.008583652692251323,135
1000,0.4,1,8,10,0.01661941085742528,136
1000,0.4,1,9,10,0.013394297485151472,136
1000,0.4,1,10,10,0.008378359385647856,136
1000,0.4,1,11,10,0.009681738156680567,136
1000,0.4,1,12,10,0.0093944510201092,136
1000,0.4,2,8,10,0.01767674770014732,137
1000,0.4,2,9,10,0.012213986159709513,137
1000,0.4,2,10,10,0.007317541723404628,137
1000,0.4,2,11,10,0.007737214364679122,137
1000,0.4,2,12,10,0.008170514576032909,137
1000,0.4,3,8,10,0.017458712357813697,138
1000,0.4,3,9,10,0.011909300767512909,138
1000,0.4,3,10,10,0.007041521091437857,138
1000,0.4,3,11,10,0.006833758381506324,138
1000,0.4,3,12,10,0.007802582951467237,138
1000,0.4,4,8,10,0.016491204766051547,139
1000,0.4,4,9,10,0.01253171401716239,139
1000,0.4,4,10,10,0.008214951417860586,139
1000,0.4,4,11,10,0.007983018445364415,139
1000,0.4,4,12,10,0.009253275861767303,139
1000,0.45,0,8,10,0.013944830382099739,140
1000,0.45,0,9,10,0.007771064209031601,140
1000,0.45,0,10,10,0.002617711510247765,140
1000,0.45,0,11,10,0.002732185346006921,140
1000,0.45,0,12,10,0.002627139426836346,140
1000,0.45,1,8,10,0.013573665823169448,141
1000,0.45,1,9,10,0.007438454382272061,141
1000,0.45,1,10,10,0.0026461258468794824,141
1000,0.45,1,11,10,0.0026107076059199916,141
1000,0.45,1,12,10,0.00275436567641774,141
1000,0.45,2,8,10,0.01537272658790261,142
1000,0.45,2,9,10,0.008016028571220631,142
1000,0.45,2,10,10,0.002758083046924975,142
1000,0.45,2,11,10,0.002851017289828702,142
1000,0.45,2,12,10,0.0028835339462183404,142
1000,0.45,3,8,10,0.012840605870122106,143
1000,0.45,3,9,10,0.007209956909945603,143
1000,0.45,3,10,10,0.0027920718815698893,143
1000,0.45,3,11,10,0.0025309368752008256,143
1000,0.45,3,12,10,0.0027405576005988816,143
1000,0.45,4,8,10,0.013043602069846703,144
1000,0.45,4,9,10,0.007277727601165716,144
1000,0.45,4,10,10,0.0024228177568552246,144
1000,0.45,4,11,10,0.002675678483395625,144
1000,0.45,4,12,10,0.0028316254660267935,144
1000,0.5,0,8,10,0.013009845904544456,145
1000,0.5,0,9,10,0.0064542323034882275,145
1000,0.5,0,10,10,0.0009280433066866876,145
1000,0.5,0,11,10,0.001013748522397632,145
1000,0.5,0,12,10,0.0009771094425155163,145
1000,0.5,1,8,10,0.01332095156993993,146
1000,0.5,1,9,10,0.007473156471856978,146
1000,0.5,1,10,10,0.0012330455323917705,146
1000,0.5,1,11,10,0.0011945116920928816,146
1000,0.5,1,12,10,0.0010686876202385181,146
1000,0.5,2,8,10,0.012665883710125921,147
1000,0.5,2,9,10,0.007932566834095545,147
1000,0.5,2,10,10,0.001242679079021605,147
1000,0.5,2,11,10,0.0008471409451102621,147
1000,0.5,2,12,10,0.0011338282421490228,147
1000,0.5,3,8,10,0.012871615416849325,148
1000,0.5,3,9,10,0.006678055901837089,148
1000,0.5,3,10,10,0.0012377168742991565,148
1000,0.5,3,11,10,0.0009412231526315674,148
1000,0.5,3,12,10,0.0011365547311690603,148
1000,0.5,4,8,10,0.012910501481536373,149
1000,0.5,4,9,10,0.007251998124684754,149
1000,0.5,4,10,10,0.0012633541707606812,149
1000,0.5,4,11,10,0.0009628168895109536,149
1000,0.5,4,12,10,0.0009778396644189195,149
1000,0.55,0,8,10,0.012070473870249773,150
1000,0.55,0,9,10,0.006524353870224464,150
1000,0.55,0,10,10,0.0008367438385359385,150
1000,0.55,0,11,10,0.0002959111516375409,150
1000,0.55,0,12,10,0.00046062940583532997,150
1000,0.55,1,8,10,0.012864654794255932,151
1000,0.55,1,9,10,0.007116800929149057,151
1000,0.55,1,10,10,0.0006705611724786041,151
1000,0.55,1,11,10,0.0006130900602392585,151
1000,0.55,1,12,10,0.0004338525880784002,151
1000,0.55,2,8,10,0.01199179769879094,152
1000,0.55,2,9,10,0.006757049140469128,152
1000,0.55,2,10,10,0.0004740956834169435,152
1000,0.55,2,11,10,0.0006613781572764682,152
1000,0.55,2,12,10,0.0003905746497984018,152
1000,0.55,3,8,10,0.0121794136228384,153
1000,0.55,3,9,10,0.0064353320495712,153
1000,0.55,3,10,10,0.00100517933058706,153
1000,0.55,3,11,10,0.0005757738846586246,153
1000,0.55,3,12,10,0.0004591177021707461,153
1000,0.55,4,8,10,0.014216477555875285,154
1000,0.55,4,9,10,0.007003809957199693,154
1000,0.55,4,10,10,0.0009388383714058231,154
1000,0.55,4,11,10,0.0006781505781991639,154
1000,0.55,4,12,10,0.0004796327926343668,154
1000,0.6,0,8,10,0.012548743628822091,155
1000,0.6,0,9,10,0.006148172644621898,155
1000,0.6,0,10,10,0.0006726358274421182,155
1000,0.6,0,11,10,0.0004522997228946713,155
1000,0.6,0,12,10,0.00021627060446423077,155
1000,0.6,1,8,10,0.010737099623658547,156
1000,0.6,1,9,10,0.0053162087213609955,156
1000,0.6,1,10,10,0.00047764821676647825,156
1000,0.6,1,11,10,0.0003961443837218557,156
1000,0.6,1,12,10,0.0003021914585256318,156
1000,0.6,2,8,10,0.011544727092119667,157
1000,0.6,2,9,10,0.005599828557644607,157
1000,0.6,2,10,10,0.0004278808384997577,157
1000,0.6,2,11,10,0.0002739072399638766,157
1000,0.6,2,12,10,0.00034147688051381064,157
1000,0.6,3,8,10,0.0116471529307532,158
1000,0.6,3,9,10,0.005779459731843075,158
1000,0.6,3,10,10,0.0007622678373714305,158
1000,0.6,3,11,10,0.0004309263241329016,158
1000,0.6,3,12,10,0.00026343661209912614,158
1000,0.6,4,8,10,0.01234287123872347,159
1000,0.6,4,9,10,0.006767522514730096,159
1000,0.6,4,10,10,0.0007841807767728243,159
1000,0.6,4,11,10,0.000511250311478928,159
1000,0.6,4,12,10,0.0003709868417526404,159
1000,0.65,0,8,10,0.012219900702380946,160
1000,0.65,0,9,10,0.005820465319169772,160
1000,0.65,0,10,10,0.00044614246732965773,160
1000,0.65,0,11,10,0.00018969673802021392,160
1000,0.65,0,12,10,0.0002290277076079199,160
1000,0.65,1,8,10,0.01125079296609035,161
1000,0.65,1,9,10,0.005968255438473741,161
1000,0.65,1,10,10,0.00019045036402141752,161
1000,0.65,1,11,10,0.0002999201814224937,161
1000,0.65,1,12,10,0.00020293175122081705,161
1000,0.65,2,8,10,0.011658654553883135,162
1000,0.65,2,9,10,0.006246902341054265,162
1000,0.65,2,10,10,0.0005046960909517598,162
1000,0.65,2,11,10,0.00024987442524995534,162
1000,0.65,2,12,10,0.0003893849263060051,162
1000,0.65,3,8,10,0.011458026486133211,163
1000,0.65,3,9,10,0.005664714786818767,163
1000,0.65,3,10,10,0.00030241095646009946,163
1000,0.65,3,11,10,0.00016407258916664957,163
1000,0.65,3,12,10,0.00014307908092123123,163
1000,0.65,4,8,10,0.010703095569177035,164
1000,0.65,4,9,10,0.005175142349008719,164
1000,0.65,4,10,10,0.00021292184211910836,164
1000,0.65,4,11,10,0.00016967640798075536,164
1000,0.65,4,12,10,0.00014815475824990636,164
1000,0.7,0,8,10,0.01129122071466801,165
1000,0.7,0,9,10,0.0056053371709534955,165
1000,0.7,0,10,10,0.0004976826637523511,165
1000,0.7,0,11,10,7.642021675861326e-05,165
1000,0.7,0,12,10,0.00016529283332108183,165
1000,0.7,1,8,10,0.010876982349493993,166
1000,0.7,1,9,10,0.0057100381444481416,166
1000,0.7,1,10,10,0.0004124172928842755,166
1000,0.7,1,11,10,0.00030904602141076877,166
1000,0.7,1,12,10,0.0001447813821871133,166
1000,0.7,2,8,10,0.011348229299085752,167
1000,0.7,2,9,10,0.005454302452369502,167
1000,0.7,2,10,10,0.0006341069929556048,167
1000,0.7,2,11,10,0.00025491337450735064,167
1000,0.7,2,12,10,0.00016746899132413507,167
1000,0.7,3,8,10,0.01112038183633438,168
1000,0.7,3,9,10,0.005112442287760679,168
1000,0.7,3,10,10,8.489367416225997e-05,168
1000,0.7,3,11,10,0.0002852687084003912,168
1000,0.7,3,12,10,0.00010602024758345125,168
1000,0.7,4,8,10,0.011565371183123506,169
1000,0.7,4,9,10,0.006020230852129281,169
1000,0.7,4,10,10,0.0005198944454098943,169
1000,0.7,4,11,10,0.0002971319999370473,169
1000,0.7,4,12,10,0.00020747536642828354,169
1000,0.75,0,8,10,0.010667361461310048,170
1000,0.75,0,9,10,0.005526751431127614,170
1000,0.75,0,10,10,0.0002764853149124157,170
1000,0.75,0,11,10,0.0002968290197174595,170
1000,0.75,0,12,10,0.00019128980835321133,170
1000,0.75,1,8,10,0.011884699150825552,171
1000,0.75,1,9,10,0.006431761858837303,171
1000,0.75,1,10,10,0.00028398403291254805,171
1000,0.75,1,11,10,0.00012508912871098989,171
1000,0.75,1,12,10,0.0001953008770435356,171
1000,0.75,2,8,10,0.011584168600830239,172
1000,0.75,2,9,10,0.0053507176305434894,172
1000,0.75,2,10,10,0.00024068475581266795,172
1000,0.75,2,11,10,0.0001711812855210794,172
1000,0.75,2,12,10,0.00023138562191771911,172
1000,0.75,3,8,10,0.011427406150173021,173
1000,0.75,3,9,10,0.00515948562171435,173
1000,0.75,3,10,10,0.00040317166045452095,173
1000,0.75,3,11,10,0.00026530184108677804,173
1000,0.75,3,12,10,7.787415673853779e-05,173
1000,0.75,4,8,10,0.011451239953388606,174
1000,0.75,4,9,10,0.005990846475588307,174
1000,0.75,4,10,10,9.098164904176669e-05,174
1000,0.75,4,11,10,0.0001470418570408475,174
1000,0.75,4,12,10,0.00011188652478548645,174
1000,0.8,0,8,10,0.01128428035931544,175
1000,0.8,0,9,10,0.005813753320519771,175
1000,0.8,0,10,10,0.00018693543794957943,175
1000,0.8,0,11,10,0.0001617750051092975,175
1000,0.8,0,12,10,0.00016796410155226916,175
1000,0.8,1,8,10,0.011601239640440875,176
1000,0.8,1,9,10,0.005798150703093119,176
1000,0.8,1,10,10,0.0001889653761800898,176
1000,0.8,1,11,10,0.00012218878111430975,176
1000,0.8,1,12,10,4.961325090704131e-05,176
1000,0.8,2,8,10,0.011383357268992965,177
1000,0.8,2,9,10,0.005820175871327297,177
1000,0.8,2,10,10,8.665825233221568e-05,177
1000,0.8,2,11,10,0.00011165724413817248,177
1000,0.8,2,12,10,0.00015132594982753868,177
1000,0.8,3,8,10,0.012265055882134456,178
1000,0.8,3,9,10,0.0063494786156701125,178
1000,0.8,3,10,10,0.0003828217174381227,178
1000,0.8,3,11,10,0.0002495368647069897,178
1000,0.8,3,12,10,4.0922741937581073e-05,178
1000,0.8,4,8,10,0.011351191139233854,179
1000,0.8,4,9,10,0.006025600862586464,179
1000,0.8,4,10,10,0.00015663373997377186,179
1000,0.8,4,11,10,7.338243459965418e-05,179
1000,0.8,4,12,10,4.9709284619355985e-05,179
2000,0.4,0,8,10,0.014293429583619574,180
2000,0.4,0,9,10,0.00883386007793227,180
2000,0.4,0,10,10,0.0031366507497295848,180
2000,0.4,0,11,10,0.003130780386961832,180
2000,0.4,0,12,10,0.0032548757883026497,180
2000,0.4,1,8,10,0.015486423811245913,181
2000,0.4,1,9,10,0.009340043217174203,181
2000,0.4,1,10,10,0.003276842748482193,181
2000,0.4,1,11,10,0.00311049658134326,181
2000,0.4,1,12,10,0.003266910368181604,181
2000,0.4,2,8,10,0.01488072382956529,182
2000,0.4,2,9,10,0.008659621827470168,182
2000,0.4,2,10,10,0.002741492972678765,182
2000,0.4,2,11,10,0.0028832601610761263,182
2000,0.4,2,12,10,0.003172387294115894,182
2000,0.4,3,8,10,0.01418275026523157,183
2000,0.4,3,9,10,0.008544114667856255,183
2000,0.4,3,10,10,0.003222822851482506,183
2000,0.4,3,11,10,0.003285789879783222,183
2000,0.4,3,12,10,0.0034057590541326454,183
2000,0.4,4,8,10,0.015151557600582882,184
2000,0.4,4,9,10,0.009389740861190331,184
2000,0.4,4,10,10,0.003154382842965791,184
2000,0.4,4,11,10,0.002939509784655321,184
2000,0.4,4,12,10,0.003286656452667982,184
2000,0.45,0,8,10,0.013188238121489915,185
2000,0.45,0,9,10,0.006997102373941108,185
2000,0.45,0,10,10,0.0014500040009013298,185
2000,0.45,0,11,10,0.0014544163770245076,185
2000,0.45,0,12,10,0.0011812134131674607,185
2000,0.45,1,8,10,0.013462909656406598,186
2000,0.45,1,9,10,0.008435663863855846,186
2000,0.45,1,10,10,0.0014436039796302347,186
2000,0.45,1,11,10,0.0013074197594031428,186
2000,0.45,1,12,10,0.0011391451717021725,186
2000,0.45,2,8,10,0.014043789953837147,187
2000,0.45,2,9,10,0.006968851370123597,187
2000,0.45,2,10,10,0.0011438659266118998,187
2000,0.45,2,11,10,0.0012749329099029404,187
2000,0.45,2,12,10,0.0012561567938808537,187
2000,0.45,3,8,10,0.013009200429668214,188
2000,0.45,3,9,10,0.007206294080765799,188
2000,0.45,3,10,10,0.0017652464177606696,188
2000,0.45,3,11,10,0.0012181325916334061,188
2000,0.45,3,12,10,0.0012269941258122709,188
2000,0.45,4,8,10,0.013172622276067565,189
2000,0.45,4,9,10,0.00671193757097257,189
2000,0.45,4,10,10,0.0015621938946953759,189
2000,0.45,4,11,10,0.0014711654599506192,189
2000,0.45,4,12,10,0.0013621330242108939,189
2000,0.5,0,8,10,0.012811341241091722,190
2000,0.5,0,9,10,0.0068149856096806705,190
2000,0.5,0,10,10,0.00041404322446171273,190
2000,0.5,0,11,10,0.0005589125576402912,190
2000,0.5,0,12,10,0.0005332733762682437,190
2000,0.5,1,8,10,0.013353497533480195,191
2000,0.5,1,9,10,0.006861795628782423,191
2000,0.5,1,10,10,0.0008893695667066571,191
2000,0.5,1,11,10,0.0006760356039926039,191
2000,0.5,1,12,10,0.0005622180078687076,191
2000,0.5,2,8,10,0.013593990070626451,192
2000,0.5,2,9,10,0.006962924854633803,192
2000,0.5,2,10,10,0.0009456252878534204,192
2000,0.5,2,11,10,0.0005404430049505451,192
2000,0.5,2,12,10,0.0004887812600412423,192
2000,0.5,3,8,10,0.013536568163076279,193
2000,0.5,3,9,10,0.007170733893151727,193
2000,0.5,3,10,10,0.0007083997327574583,193
2000,0.5,3,11,10,0.0004953355546615234,193
2000,0.5,3,12,10,0.00045080365688942187,193
2000,0.5,4,8,10,0.012702862792464544,194
2000,0.5,4,9,10,0.006626780927106365,194
2000,0.5,4,10,10,0.0009038349767765964,194
2000,0.5,4,11,10,0.0005185849813585472,194
2000,0.5,4,12,10,0.0005995796270974911,194
2000,0.55,0,8,10,0.012177506790355551,195
2000,0.55,0,9,10,0.006067678682038459,195
2000,0.55,0,10,10,0.0004911344660072404,195
2000,0.55,0,11,10,0.0005174279707524079,195
2000,0.55,0,12,10,0.00025337514778944406,195
2000,0.55,1,8,10,0.01252906058371058,196
2000,0.55,1,9,10,0.0065921049563508,196
2000,0.55,1,10,10,0.0005668793519266101,196
2000,0.55,1,11,10,0.0006696302180555408,196
2000,0.55,1,12,10,0.0002832949867612006,196
2000,0.55,2,8,10,0.013066058924210765,197
2000,0.55,2,9,10,0.007077270391535809,197
2000,0.55,2,10,10,0.0005611182470483957,197
2000,0.55,2,11,10,0.0004156701977789516,197
2000,0.55,2,12,10,0.00020964285785196607,197
2000,0.55,3,8,10,0.013086426756765654,198
2000,0.55,3,9,10,0.006845366852332647,198
2000,0.55,3,10,10,0.0005194516707646887,198
2000,0.55,3,11,10,0.00034560276863605154,198
2000,0.55,3,12,10,0.00017236728816551907,198
2000,0.55,4,8,10,0.01291158808337625,199
2000,0.55,4,9,10,0.00668378466514336,199
2000,0.55,4,10,10,0.000587136703974653,199
2000,0.55,4,11,10,0.00047593941287991465,199
2000,0.55,4,12,10,0.0003108070221144877,199
2000,0.6,0,8,10,0.011979831829873784,200
2000,0.6,0,9,10,0.005835413686278644,200
2000,0.6,0,10,10,0.000459747904776778,200
2000,0.6,0,11,10,0.000207522908179337,200
2000,0.6,0,12,10,0.00022223907453589202,200
2000,0.6,1,8,10,0.012502767553221949,201
2000,0.6,1,9,10,0.006148819324663535,201
2000,0.6,1,10,10,0.0001945474076913833,201
2000,0.6,1,11,10,0.00031331753944453816,201
2000,0.6,1,12,10,0.00013323360519242196,201
2000,0.6,2,8,10,0.012841958671057401,202
2000,0.6,2,9,10,0.006241498141464044,202
2000,0.6,2,10,10,0.000455537032685128,202
2000,0.6,2,11,10,0.00023215511697437978,202
2000,0.6,2,12,10,0.00018087286690513898,202
2000,0.6,3,8,10,0.012328411498426584,203
2000,0.6,3,9,10,0.006831635742276832,203
2000,0.6,3,10,10,0.00018870468749053863,203
2000,0.6,3,11,10,0.0005368043875666113,203
2000,0.6,3,12,10,0.00015405887565318047,203
2000,0.6,4,8,10,0.012171039493653927,204
2000,0.6,4,9,10,0.006011985479822294,204
2000,0.6,4,10,10,0.00047172076461671897,204
2000,0.6,4,11,10,0.00044671377186740225,204
2000,0.6,4,12,10,0.0001896120190291141,204
2000,0.65,0,8,10,0.013098939033889158,205
2000,0.65,0,9,10,0.006851351717954697,205
2000,0.65,0,10,10,0.0005807572645029081,205
2000,0.65,0,11,10,0.00022490211538013193,205
2000,0.65,0,12,10,0.00023003302760206515,205
2000,0.65,1,8,10,0.01221427388321433,206
2000,0.65,1,9,10,0.006236309293084164,206
2000,0.65,1,10,10,0.0004156284732197099,206
2000,0.65,1,11,10,0.00014643284160074197,206
2000,0.65,1,12,10,0.00018455173991266012,206
2000,0.65,2,8,10,0.012821339103069667,207
2000,0.65,2,9,10,0.006432683584494849,207
2000,0.65,2,10,10,0.00028797157302951033,207
2000,0.65,2,11,10,0.00042410864082300753,207
2000,0.65,2,12,10,0.0002093434815943569,207
2000,0.65,3,8,10,0.012073535371991151,208
2000,0.65,3,9,10,0.006132973434793676,208
2000,0.65,3,10,10,0.0002224022819187844,208
2000,0.65,3,11,10,0.00013110923259172615,208
2000,0.65,3,12,10,0.00021454179039728525,208
2000,0.65,4,8,10,0.012662660395204674,209
2000,0.65,4,9,10,0.006607763945705555,209
2000,0.65,4,10,10,0.0002653047442299963,209
2000,0.65,4,11,10,0.00027722072104260264,209
2000,0.65,4,12,10,0.0003328518707269118,209
2000,0.7,0,8,10,0.011380986064269774,210
2000,0.7,0,9,10,0.005615695113879324,210
2000,0.7,0,10,10,0.00013936562679312247,210
2000,0.7,0,11,10,0.0003917998077704497,210
2000,0.7,0,12,10,0.00020871931896709506,210
2000,0.7,1,8,10,0.01247318121606713,211
2000,0.7,1,9,10,0.00586060443407865,211
2000,0.7,1,10,10,0.0006670493047944649,211
2000,0.7,1,11,10,0.00041897255972639044,211
2000,0.7,1,12,10,8.418817251002994e-05,211
2000,0.7,2,8,10,0.012491859880879249,212
2000,0.7,2,9,10,0.006199273337639691,212
2000,0.7,2,10,10,0.0007426738116717559,212
2000,0.7,2,11,10,0.0002671203500616306,212
2000,0.7,2,12,10,0.0002699611640261905,212
2000,0.7,3,8,10,0.010915952751594153,213
2000,0.7,3,9,10,0.0059810483345030885,213
2000,0.7,3,10,10,0.0002035648944145935,213
2000,0.7,3,11,10,0.00011174238913783475,213
2000,0.7,3,12,10,7.718359797492313e-05,213
2000,0.7,4,8,10,0.012375524838816994,214
2000,0.7,4,9,10,0.0063011860838539085,214
2000,0.7,4,10,10,0.0006318502282222322,214
2000,0.7,4,11,10,0.00018691556407767032,214
2000,0.7,4,12,10,0.00021110229690568015,214
2000,0.75,0,8,10,0.01214125566108936,215
2000,0.75,0,9,10,0.006155975461679155,215
2000,0.75,0,10,10,0.0002385902145547377,215
2000,0.75,0,11,10,0.00022716193227588543,215
2000,0.75,0,12,10,8.758590027159346e-05,215
2000,0.75,1,8,10,0.011443117784751385,216
2000,0.75,1,9,10,0.005430468595505633,216
2000,0.75,1,10,10,0.00018426324949689585,216
2000,0.75,1,11,10,0.00016380290134688735,216
2000,0.75,1,12,10,0.00011915541856317667,216
2000,0.75,2,8,10,0.01222204902671853,217
2000,0.75,2,9,10,0.006215224271479823,217
2000,0.75,2,10,10,0.0005492966614895062,217
2000,0.75,2,11,10,6.216445379077828e-05,217
2000,0.75,2,12,10,8.658851801459078e-05,217
2000,0.75,3,8,10,0.012309056216624615,218
2000,0.75,3,9,10,0.005976406992183008,218
2000,0.75,3,10,10,6.712891319832573e-05,218
2000,0.75,3,11,10,0.00013923134914144524,218
2000,0.75,3,12,10,0.00017520796105515422,218
2000,0.75,4,8,10,0.012290783473497968,219
2000,0.75,4,9,10,0.005709539143542127,219
2000,0.75,4,10,10,0.0002819465893798526,219
2000,0.75,4,11,10,0.00015552280867345088,219
2000,0.75,4,12,10,0.0001517272726533824,219
2000,0.8,0,8,10,0.012761557801760037,220
2000,0.8,0,9,10,0.00630596436599575,220
2000,0.8,0,10,10,0.00031199180212222597,220
2000,0.8,0,11,10,7.374880956767056e-05,220
2000,0.8,0,12,10,0.00015063993337263555,220
2000,0.8,1,8,10,0.011865555107262915,221
2000,0.8,1,9,10,0.005872759189676382,221
2000,0.8,1,10,10,0.00019817097638618575,221
2000,0.8,1,11,10,0.0001618242793276488,221
2000,0.8,1,12,10,0.0001311777906427212,221
2000,0.8,2,8,10,0.011954102929377172,222
2000,0.8,2,9,10,0.0056842178256839805,222
2000,0.8,2,10,10,0.0002491289077769537,222
2000,0.8,2,11,10,0.00022103500497281333,222
2000,0.8,2,12,10,9.980961791935417e-05,222
2000,0.8,3,8,10,0.011602160032250737,223
2000,0.8,3,9,10,0.0059729038000620035,223
2000,0.8,3,10,10,6.610849781837158e-05,223
2000,0.8,3,11,10,8.544284098411197e-05,223
2000,0.8,3,12,10,0.00017864280623008398,223
2000,0.8,4,8,10,0.011924175936104535,224
2000,0.8,4,9,10,0.005673378908647694,224
2000,0.8,4,10,10,0.0002696382720289412,224
2000,0.8,4,11,10,7.270914006761544e-05,224
2000,0.8,4,12,10,6.414741513388028e-05,224
